review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,google_play,"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",0.6124,positive,positive,0.9878897070884703,"thank you for your social services like, vertual banking, non touch atm, cadrless and withdrwal with out passbook...",other
The worst App i have never seen like this before,1,2024-11-12,BOA,google_play,the worst app i have never seen like this before,-0.7359,negative,negative,0.999774158000946,the worst app i have never seen like this before,other
Wweeeer,4,2024-11-12,BOA,google_play,wweeeer,0.0,neutral,negative,0.8910733461380005,wweeeer,other
Infinx,5,2024-11-12,BOA,google_play,infinx,0.0,neutral,negative,0.904255747795105,infinx,other
Great service,5,2024-11-12,BOA,google_play,great service,0.6249,positive,positive,0.9998434782028198,great service,other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,google_play,this app is not available on all android versions and some times it is not functional.,0.0,neutral,negative,0.9997187256813048,this app is not available on all android versions and some times it is not functional.,other
senayt Mesfin,4,2024-11-08,BOA,google_play,senayt mesfin,0.0,neutral,positive,0.887482225894928,senayt mesfin,other
Bad app vety bad.,1,2024-11-07,BOA,google_play,bad app vety bad.,-0.7906,negative,negative,0.9998058676719666,bad app vety bad.,other
Abessnya Banke,5,2024-11-05,BOA,google_play,abessnya banke,0.0,neutral,negative,0.9873653054237366,abessnya banke,other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,google_play,"the most useless app, i never expected such an irrelevant app from boa. big shame!",-0.7569,negative,negative,0.9997209906578064,"the most useless app, i never expected such an irrelevant app from boa. big shame!",other
Professional on banking app,5,2024-11-01,BOA,google_play,professional on banking app,0.0,neutral,positive,0.9616296291351318,professional on banking app,other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,google_play,has some nice interface but always freezes or slow to load .app developers please fix this issue.,0.5719,positive,negative,0.993607759475708,has some nice interface but always freezes or slow to load .app developers please fix this issue.,transactions
አይሰራም አስተካክሉት,5,2024-10-26,BOA,google_play,አይሰራም አስተካክሉት,0.0,neutral,negative,0.7850590348243713,አይሰራም አስተካክሉት,other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,google_play,please try another because this app doesn't feet the need of this generation,0.3182,positive,negative,0.9962698221206664,please try another because this app doesn't feet the need of this generation,other
Fast transfer,5,2024-10-24,BOA,google_play,fast transfer,0.0,neutral,positive,0.9989985823631288,fast transfer,transactions
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,google_play,"what's up i can't log in, what's wrong",-0.4767,negative,negative,0.9989662170410156,"what's up i can't log in, what's wrong",other
Amrumehamed,1,2024-10-21,BOA,google_play,amrumehamed,0.0,neutral,positive,0.6924042105674744,amrumehamed,other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,google_play,"nice to meet you my proud bank in ethiopia.. i'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? i'm working a lot of international money.but i can't get direct in ethiopia because of don't knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please 🙏🙏🙏?",0.8717,positive,positive,0.9683735966682434,"nice to meet you my proud bank in ethiopia.. i'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? i'm working a lot of international money.but i can't get direct in ethiopia because of don't knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please 🙏🙏🙏?",transactions
ደደገነሐ,5,2024-10-15,BOA,google_play,ደደገነሐ,0.0,neutral,negative,0.6970565915107727,ደደገነሐ,other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,google_play,"terrible bank experience it’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there’s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they’ve put me in embarrassing situations countless times, and customer care never fixes anything. i’ve switched banks, and you should too!",-0.8395,negative,negative,0.9995194673538208,"terrible bank experience it’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there’s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they’ve put me in embarrassing situations countless times, and customer care never fixes anything. i’ve switched banks, and you should too!",transactions
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,google_play,a painfully slow banking app service. please don't make it your choice!,-0.3382,negative,negative,0.999660849571228,a painfully slow banking app service. please don't make it your choice!,transactions
Good App,4,2024-10-12,BOA,google_play,good app,0.4404,positive,positive,0.9998493194580078,good app,other
Best app to me,5,2024-10-11,BOA,google_play,best app to me,0.6369,positive,positive,0.997821807861328,best app to me,other
BOA,5,2024-10-11,BOA,google_play,boa,0.0,neutral,negative,0.7410542368888855,boa,other
Abdulkadir,5,2024-10-11,BOA,google_play,abdulkadir,0.0,neutral,positive,0.981449544429779,abdulkadir,other
Bad,1,2024-10-10,BOA,google_play,bad,-0.5423,negative,negative,0.999782383441925,bad,other
If it is possible I would gove0 star,1,2024-10-08,BOA,google_play,if it is possible i would gove0 star,0.0,neutral,negative,0.9928192496299744,if it is possible i would gove0 star,other
Nise mobile bankig,4,2024-10-05,BOA,google_play,nise mobile bankig,0.0,neutral,negative,0.9858755469322203,nise mobile bankig,other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,google_play,overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,0.714,positive,negative,0.9532790780067444,overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,transactions
